256,512
32,31,3,40,66,26,67,60,88,50,28,12,82,21,50,5,14,43,9,97,69,24,13,66,70,16,46,38,73,67,95,61,88,77,90,76,52,66,80,60,91,79,31,52,13,62,15,27,13,78,5,51,66,46,56,20,9,66,19,95,46,37,83,97,49,28,73,54,66,91,28,39,53,71,35,96,81,90,41,55,30,41,32,23,18,42,13,21,41,19,39,24,61,23,10,53,72,86,15,68,41,7,52,53,94,73,28,98,95,38,68,45,73,1,82,26,31,68,51,66,64,37,83,19,45,89,89,4,46,70,51,25,1,44,36,53,8,63,32,46,36,69,18,24,31,15,43,18,23,19,8,12,65,56,40,57,82,23,85,66,44,72,94,4,59,70,73,61,86,50,21,27,32,42,56,51,94,87,85,64,72,50,2,42,98,7,84,57,35,14,92,77,88,13,14,61,75,82,96,66,64,9,73,57,75,16,40,3,48,59,65,89,49,18,84,63,35,94,24,29,82,55,84,26,47,63,5,6,54,73,25,28,2,76,70,46,85,39,43,6,51,44,55,57,75,32,52,47,78,97,14,20,98,43,13,74,6,93,30,9,64,9,73,94,70,14,70,81,22,34,72,78,77,90,29,91,70,65,26,56,99,52,22,24,70,95,51,40,14,39,62,97,95,7,88,80,9,58,97,85,80,26,46,45,94,42,33,34,16,31,54,59,49,5,63,31,32,53,11,54,59,13,68,49,32,61,28,22,90,94,14,22,7,67,28,99,1,9,79,49,94,92,19,10,69,51,29,95,38,8,38,21,46,64,34,26,37,50,66,16,27,76,90,34,47,97,13,50,67,45,34,23,54,49,20,75,53,88,76,39,27,18,6,78,33,29,95,70,77,17,56,10,90,78,88,93,84,75,33,76,92,25,70,54,48,51,71,35,98,86,38,53,64,15,11,57,84,41,14,89,16,74,81,48,48,36,10,30,26,32,19,26,94,5,37,8,89,60,91,9,10,14,70,56,21,81,24,48,20,88,87,33,35,26,19,85,46,63,59,29,98,23,9,84,59,48,48,70,76,26,84,36,1,98,48,33,53,76,43,16,91,63,19,24,39,57,91,86,8,54,54,97,20,71,69,64,36,1,88,33,97,85,71,74,10,66,20,15,86,52,41,37
47,86,82,62,97,24,11,71,19,91,94,98,78,4,55,25,4,53,93,7,24,82,85,26,22,57,11,83,83,95,51,15,51,80,58,42,40,97,16,34,69,79,91,20,56,22,26,54,37,44,90,53,54,91,28,1,40,89,63,4,18,41,98,52,95,20,54,13,19,60,28,30,22,80,12,90,32,35,54,35,69,81,55,11,5,30,78,93,83,20,33,57,66,4,70,54,97,77,56,22,72,26,5,60,11,26,56,80,15,73,27,77,48,89,51,9,1,19,67,64,83,81,23,30,69,4,78,33,25,54,71,89,56,83,57,50,82,73,29,19,90,10,14,2,55,57,26,72,84,41,63,40,53,47,28,74,52,98,10,95,1,55,56,74,76,23,56,61,71,48,9,27,84,16,33,85,39,24,42,61,43,79,67,42,89,88,27,57,47,11,31,37,60,71,4,5,35,12,23,79,44,70,94,26,14,8,97,73,64,15,89,36,7,44,43,45,93,12,3,42,60,53,17,83,9,46,3,48,61,91,27,40,41,12,1,74,92,68,60,41,82,13,91,8,98,20,24,71,12,63,87,59,5,9,5,53,54,90,74,82,17,85,78,28,61,49,44,37,99,18,65,13,42,29,67,16,71,55,52,63,21,93,72,19,34,61,68,8,34,71,53,75,78,87,38,95,84,43,95,9,5,85,16,85,75,78,88,81,93,27,15,38,60,73,97,54,36,75,20,85,76,36,97,81,53,30,40,39,96,34,27,10,84,19,3,77,43,18,25,14,2,35,94,44,68,94,89,92,48,92,56,40,49,29,36,96,28,7,83,40,25,90,12,2,49,62,97,61,83,43,92,66,49,81,38,85,46,1,19,19,44,61,89,28,34,63,46,10,63,77,93,68,9,46,38,37,39,86,78,90,75,59,51,70,6,71,54,83,73,57,88,37,72,47,70,91,98,88,29,82,83,11,9,41,4,8,3,16,68,9,17,96,68,65,23,66,80,23,95,65,83,46,16,36,43,41,80,90,17,53,63,44,97,70,21,15,66,25,49,69,41,3,91,90,22,6,16,81,29,77,11,79,65,78,18,54,76,47,43,33,5,25,37,66,37,30,58,38,81,71,21,97,58,50,7,94,38,33,18,79,12,62,76,48,61,84,40,93,2,35,72,99
46,12,91,81,81,90,65,89,9,30,68,64,83,87,37,34,16,55,51,21,71,14,55,36,6,47,68,43,9,82,47,17,59,98,14,39,90,58,97,91,70,58,75,1,71,68,80,72,49,51,31,89,42,40,64,44,73,94,50,85,87,89,81,67,59,20,16,22,66,25,83,59,45,92,6,94,71,48,91,49,37,23,26,97,87,98,51,73,19,93,13,28,24,4,68,32,10,11,29,28,61,28,55,12,34,76,42,83,55,57,95,69,52,56,69,31,15,20,36,98,38,52,6,94,15,72,40,21,35,82,73,7,78,32,10,18,75,45,9,43,77,50,68,26,61,18,55,70,3,48,48,58,25,10,14,51,94,71,25,54,61,63,40,40,23,56,64,25,29,31,16,84,13,57,6,67,50,75,86,79,7,90,14,59,96,77,21,35,68,55,68,16,82,25,54,84,1,40,60,67,19,49,47,39,2,62,35,94,95,8,54,90,98,77,7,59,51,29,13,99,41,89,57,29,49,56,97,87,60,7,2,85,16,50,14,12,79,36,95,56,58,6,42,26,5,21,96,29,12,15,80,9,66,83,40,89,43,16,4,8,39,8,14,13,78,68,68,80,19,94,19,2,27,89,78,69,68,81,60,19,46,51,88,35,38,12,93,6,24,20,67,8,64,96,86,10,9,71,20,39,91,35,88,1,18,57,58,9,85,11,25,34,94,15,62,55,39,38,39,98,31,57,61,11,13,59,65,21,22,58,75,77,65,76,21,26,70,27,45,58,10,50,72,37,8,95,75,98,99,97,99,55,83,84,96,3,4,76,95,25,95,32,63,43,55,32,48,36,61,21,61,86,64,27,85,37,71,76,68,23,77,63,90,31,33,1,36,52,36,59,15,40,57,43,42,42,59,5,7,28,14,62,30,67,43,5,11,5,80,85,69,52,76,39,35,86,13,99,66,67,36,53,85,99,64,74,89,42,3,52,28,94,11,86,43,99,67,70,10,58,54,4,39,64,91,76,14,90,36,61,92,47,13,71,66,56,35,10,67,52,4,86,8,64,51,17,82,45,64,58,97,72,77,15,51,30,58,84,80,22,90,28,86,39,48,16,53,39,37,61,47,39,56,68,62,42,61,71,3,37,72,28,99,16,24,53,31,31,28,16,61,79
16,3,90,98,83,79,41,25,34,68,4,58,95,54,50,22,29,43,8,62,21,21,15,15,2,41,88,79,48,31,81,53,71,61,5,46,5,71,48,56,64,11,88,63,60,92,64,59,20,73,95,82,53,93,10,48,47,17,99,78,70,31,21,31,48,22,32,10,78,64,83,77,67,47,18,40,16,25,51,18,77,64,90,82,16,60,5,21,58,14,4,37,62,33,38,48,94,13,80,73,67,24,63,70,12,78,7,4,97,30,58,19,86,80,41,14,91,71,3,78,23,2,6,23,63,43,23,87,70,87,17,41,79,95,13,42,82,9,94,74,60,57,29,61,91,29,57,80,64,92,55,58,44,46,30,25,47,77,55,65,19,10,40,71,20,74,40,97,99,42,37,49,37,55,5,46,74,17,95,6,12,52,60,39,54,4,37,60,67,19,28,98,36,54,9,30,67,8,27,87,89,69,72,6,80,10,56,19,38,74,55,69,42,31,18,81,24,57,78,37,53,17,69,1,60,85,47,5,86,22,44,8,75,76,49,65,43,81,35,90,68,57,97,77,91,53,48,35,28,46,8,80,25,24,74,38,45,95,28,15,94,73,19,43,17,92,23,27,97,51,94,93,43,40,96,8,60,56,70,83,21,12,40,62,19,59,21,73,41,62,94,81,50,78,99,70,93,14,88,13,13,81,9,49,42,25,14,20,96,7,62,67,27,37,98,39,63,87,84,1,79,27,68,93,49,95,74,76,65,52,48,43,4,42,80,22,27,88,45,22,39,66,43,72,62,66,86,48,54,17,16,5,63,64,81,54,69,25,51,57,7,76,43,55,19,64,51,47,61,65,75,56,50,2,79,13,30,41,99,81,93,85,56,87,68,30,4,8,80,65,40,36,40,42,3,63,9,58,16,48,51,72,23,70,91,50,75,12,79,62,78,29,99,32,90,32,86,57,54,81,97,3,77,61,13,2,40,38,56,58,44,92,6,18,84,41,74,43,79,5,11,19,1,31,92,45,85,70,46,18,82,34,44,94,11,33,59,19,52,2,57,62,53,12,24,81,44,22,11,98,30,21,62,38,28,50,54,55,83,31,88,6,38,68,87,54,71,92,93,41,92,61,50,86,24,53,98,43,86,41,8,41,59,32,67,6,64,37,42,56,35,88
92,51,32,72,8,17,51,30,34,69,82,57,16,43,99,79,74,52,10,88,77,66,11,15,96,77,63,81,72,96,95,9,59,22,33,58,61,79,32,61,59,50,69,91,1,86,52,76,61,58,70,73,89,36,39,46,42,82,89,41,34,82,62,22,76,87,98,37,25,9,2,31,50,78,46,47,69,70,85,84,68,88,84,47,78,32,53,36,13,12,30,91,64,67,7,45,27,15,79,12,48,80,15,3,60,36,50,68,65,48,83,77,10,7,64,47,18,35,42,12,23,23,2,77,29,63,50,76,2,58,74,5,15,45,89,72,65,58,97,26,5,86,7,64,38,96,68,78,34,84,79,28,76,61,18,89,48,43,38,79,4,6,57,30,92,65,93,55,3,18,15,88,33,14,68,33,96,61,87,68,5,93,5,90,24,33,41,30,46,74,38,31,69,96,81,93,66,33,97,14,64,49,27,86,19,22,83,92,85,38,68,68,47,9,63,80,55,73,67,15,47,46,53,38,25,77,87,95,91,18,2,70,5,3,66,57,58,56,9,29,14,82,72,91,27,35,83,35,62,30,39,94,27,69,73,66,80,91,99,26,3,89,32,67,35,79,54,56,27,22,56,45,21,3,8,22,89,35,66,93,1,51,52,97,94,31,97,50,81,46,97,19,17,8,25,66,41,35,11,27,62,50,20,51,57,38,94,60,74,15,70,14,18,97,81,72,36,10,56,31,57,76,96,62,83,76,47,76,69,11,49,53,82,19,54,69,93,60,17,2,79,18,47,69,16,41,7,88,28,9,10,13,13,26,39,22,42,58,62,45,52,75,8,79,69,96,31,39,15,15,85,54,49,59,66,5,36,80,57,7,39,6,60,98,52,98,60,98,6,92,34,81,51,4,35,81,78,6,19,1,49,64,99,12,49,38,84,38,6,74,42,50,13,62,5,90,74,74,96,70,21,20,40,12,55,35,5,48,85,14,8,80,73,87,62,74,79,59,56,48,99,48,75,68,16,89,85,60,72,10,25,16,72,46,15,96,28,11,36,97,32,3,51,21,33,29,74,74,15,91,41,83,5,41,54,2,12,12,82,80,10,55,91,95,39,53,13,31,30,16,95,43,90,97,17,96,47,74,76,58,61,98,96,6,1,47,48,74,27,3,59,51
88,26,84,49,41,70,25,84,95,45,68,94,61,1,84,99,53,24,37,88,70,24,42,22,16,91,41,24,17,31,23,9,34,50,37,8,32,37,39,9,19,94,20,22,93,95,25,12,32,12,25,90,52,33,93,90,13,38,74,32,26,26,33,47,66,18,86,54,10,5,55,1,91,35,21,78,12,67,76,43,16,25,21,68,44,6,80,73,64,40,27,53,41,47,50,87,44,92,70,29,68,53,47,85,30,23,25,78,53,41,8,65,11,71,61,39,88,10,58,42,84,37,11,78,26,82,78,29,58,55,44,6,15,1,98,89,39,69,73,93,52,68,94,19,24,16,24,24,77,38,10,81,83,39,27,47,75,59,61,40,33,29,16,26,88,97,87,13,53,38,44,3,42,39,30,25,26,60,44,51,34,96,63,62,86,54,64,60,63,29,30,56,84,54,6,37,94,39,8,81,3,18,57,53,67,17,87,94,12,30,85,66,55,3,58,74,64,6,12,40,63,21,11,16,96,67,94,43,99,62,27,35,76,86,40,68,53,52,81,50,66,59,28,40,51,32,45,19,98,82,96,40,86,67,19,12,2,57,48,57,51,70,35,2,63,91,72,1,79,1,81,65,25,24,80,89,10,34,44,21,98,30,56,8,21,79,76,77,82,7,33,92,18,21,19,29,92,84,82,42,51,15,2,52,50,27,46,48,70,34,16,43,12,54,84,57,99,2,77,11,25,27,66,40,73,25,99,44,20,62,63,12,85,2,11,53,20,34,96,47,41,40,4,47,32,67,40,83,33,82,35,42,74,96,56,26,70,2,78,59,68,87,92,57,27,35,30,82,74,37,26,79,94,92,83,97,97,36,64,23,46,33,63,13,30,62,35,16,35,12,38,5,95,57,9,17,15,34,4,11,5,59,92,21,26,91,97,36,49,72,4,6,41,61,63,73,82,59,26,25,7,38,42,34,26,80,55,52,45,95,17,41,54,2,17,15,37,15,36,68,28,70,18,88,8,70,51,39,78,98,10,32,33,91,4,80,68,60,5,85,49,2,24,72,97,58,57,5,32,7,48,52,26,14,40,54,11,89,89,37,26,24,85,58,79,46,96,20,43,75,41,36,11,8,24,35,46,36,6,84,92,99,56,62,15,26,36,21,92,53,72,62
49,31,88,11,8,15,5,48,34,52,83,3,41,2,40,9,57,29,72,96,80,1,45,51,63,55,99,8,21,10,98,41,81,73,63,93,89,7,29,9,21,3,31,72,23,78,32,64,76,11,47,86,16,91,39,49,68,80,9,97,74,8,17,5,67,17,87,31,93,27,95,91,37,80,33,67,33,63,78,78,62,41,36,47,7,51,69,10,25,75,91,48,11,80,30,77,33,86,91,33,90,55,27,32,26,2,70,14,68,18,96,92,37,95,57,26,78,81,6,1,65,36,19,70,61,68,85,23,9,77,79,82,18,84,28,36,48,99,40,60,79,81,63,77,8,73,96,82,38,69,7,84,46,85,66,85,53,94,22,13,62,12,4,64,89,52,46,57,35,31,66,97,20,66,39,86,5,19,50,7,6,61,13,12,95,66,56,46,3,95,2,83,80,29,35,4,27,39,60,12,1,55,85,22,29,34,69,62,17,73,38,87,85,87,75,95,61,3,97,14,41,16,86,91,95,28,12,61,23,44,92,18,83,86,75,72,36,47,49,76,58,6,32,41,98,23,14,71,72,13,35,19,71,40,83,34,90,3,48,1,88,59,83,99,83,16,34,1,72,21,43,15,71,5,3,82,88,95,75,98,37,99,36,3,81,73,99,8,62,13,18,58,98,33,40,27,70,66,43,47,56,90,88,97,84,55,8,97,56,2,21,48,40,62,1,56,33,38,80,42,88,39,24,87,72,83,24,83,15,43,32,6,54,48,63,33,14,19,86,24,25,9,89,72,35,34,72,22,70,72,39,55,60,20,51,16,96,43,25,28,66,54,20,15,12,92,61,47,52,45,43,26,77,5,14,76,87,7,65,25,59,51,87,20,24,8,84,7,52,36,76,47,94,90,10,59,82,69,26,33,60,96,41,82,21,58,57,93,66,76,59,93,77,59,63,95,41,68,61,42,44,83,14,95,31,49,53,88,82,98,19,20,47,61,74,81,19,88,6,26,90,68,23,43,66,6,62,74,70,44,36,80,92,68,19,54,53,28,61,33,63,45,10,46,17,16,37,37,37,35,59,72,76,98,22,26,23,41,76,56,58,83,20,40,4,95,37,73,24,74,69,30,50,30,77,12,86,44,28,18,71,75,20,89,28,68,97,99,23,93,71,92
31,84,59,2,52,68,82,72,7,46,82,43,47,92,25,61,36,92,65,96,24,37,38,23,63,43,25,5,26,30,64,37,76,71,4,95,79,40,6,70,33,34,77,65,27,79,54,68,36,18,56,41,58,3,73,9,39,79,65,28,91,87,7,77,64,16,21,98,74,16,25,60,49,18,95,5,37,22,74,25,32,41,13,69,40,32,91,48,56,4,58,63,54,99,92,17,39,51,77,42,41,62,93,1,52,19,36,35,77,52,21,96,83,71,35,90,98,21,38,57,11,8,40,38,32,63,17,26,74,30,4,61,17,82,35,69,4,87,6,76,51,52,92,53,80,48,81,40,89,53,4,64,46,50,9,74,69,54,76,1,84,5,44,35,56,4,21,75,46,14,80,55,29,75,90,17,96,69,96,66,41,20,64,20,23,68,25,33,92,78,35,98,24,58,20,10,20,72,16,90,1,66,72,97,73,34,17,18,47,22,57,19,76,58,96,67,21,76,56,75,2,91,14,91,62,78,12,61,94,59,13,41,51,30,50,22,41,75,21,19,5,41,67,40,26,78,38,93,40,88,18,66,52,50,65,33,44,47,66,83,22,97,31,35,91,77,95,79,43,95,49,39,62,42,22,61,68,99,58,4,90,52,58,95,93,91,31,46,4,26,7,45,89,14,10,66,67,39,4,12,70,13,29,55,98,5,43,83,68,8,46,66,69,91,80,10,15,97,5,48,14,20,69,70,36,61,14,56,72,76,70,94,98,18,45,75,25,65,53,39,9,97,13,32,21,1,79,9,57,79,5,91,72,94,89,80,28,75,84,9,80,35,78,69,86,64,17,49,39,52,2,60,82,63,9,91,99,98,35,98,41,97,48,20,33,65,87,56,30,7,15,97,29,84,71,79,19,13,40,81,56,22,66,3,76,24,18,62,70,46,27,35,40,58,28,49,5,32,82,45,88,91,97,45,39,34,99,62,34,13,56,86,75,28,32,72,57,99,57,42,40,79,52,84,9,51,69,11,51,81,72,53,3,97,6,42,59,48,4,27,96,5,94,33,70,68,81,70,71,57,47,27,60,53,10,28,68,5,22,83,8,21,60,22,99,90,49,61,10,3,62,18,56,78,79,30,44,38,23,10,60,21,12,91,90,8,8,17,18,48,46,77
29,61,26,27,34,68,8,97,6,38,16,98,96,42,97,84,37,43,25,76,56,9,96,55,6,3,43,27,51,10,22,16,3,52,98,27,85,37,36,15,77,42,96,89,88,23,37,91,20,88,74,18,48,74,29,59,11,69,1,66,38,72,8,37,4,52,74,63,33,34,3,13,36,30,82,52,70,40,12,47,74,19,33,33,87,16,64,2,62,35,38,82,78,91,87,30,75,12,70,74,84,11,94,77,41,38,55,60,93,43,40,84,90,79,50,45,84,75,9,37,83,96,52,23,16,49,33,26,94,92,13,41,48,36,80,24,25,51,10,10,10,16,33,65,86,35,63,1,23,17,81,77,4,70,28,85,56,28,18,25,11,50,16,24,26,99,21,14,3,13,84,56,91,95,79,45,56,77,15,8,7,30,76,82,64,74,28,83,54,3,7,32,63,84,77,69,15,3,50,11,26,98,49,4,41,27,25,79,82,54,8,25,80,72,60,87,35,36,69,35,9,9,21,4,31,50,33,59,82,53,44,58,13,39,94,8,10,67,80,78,21,26,61,81,22,2,23,98,75,24,38,40,1,94,9,97,45,48,93,95,10,8,51,64,28,60,43,10,55,97,61,60,98,97,31,78,95,93,26,48,27,48,88,98,66,30,21,71,65,30,84,70,29,41,19,85,23,3,37,82,70,49,16,74,74,35,54,14,87,9,52,31,30,95,24,66,64,73,95,35,80,65,17,39,16,19,58,1,12,50,38,72,37,93,75,9,73,52,21,62,32,57,3,33,27,19,34,66,34,14,98,93,49,8,54,22,52,23,47,38,49,14,58,5,75,13,31,8,96,59,74,47,61,69,20,36,83,53,66,66,82,8,32,37,15,33,50,80,71,41,51,29,38,61,45,20,70,68,55,36,35,20,53,17,73,63,24,71,99,50,7,83,17,58,73,12,69,44,95,36,44,88,49,36,28,74,23,61,1,86,3,35,59,79,21,60,33,60,40,92,25,93,37,66,10,87,85,32,18,76,37,38,11,9,95,79,96,33,4,37,42,30,73,90,80,47,18,93,90,39,62,16,26,15,27,60,24,53,69,23,4,61,33,14,60,92,22,44,88,63,53,24,12,30,9,27,65,87,99,97,66,40,1,58,49,97,79,77,20,51,97,35
56,93,7,23,21,93,14,76,35,41,72,22,20,71,75,1,69,95,83,17,69,78,2,50,78,4,35,56,1,44,44,98,45,20,77,15,61,53,29,1,35,90,37,89,79,68,93,60,20,91,99,68,69,26,89,80,33,99,36,1,22,95,53,56,26,63,28,32,71,24,46,21,97,1,84,21,27,35,90,37,80,27,45,42,27,93,22,40,13,48,28,43,66,36,29,70,74,29,74,17,38,48,48,55,20,57,16,7,31,65,95,65,35,8,26,66,62,81,5,89,17,86,75,44,21,41,88,31,59,71,26,15,13,14,30,70,39,6,85,55,28,30,92,94,12,11,39,90,18,53,29,8,11,74,81,15,44,83,87,57,80,89,66,31,10,75,45,95,48,60,69,90,24,30,63,16,5,21,76,74,35,27,65,7,38,1,36,70,6,44,41,49,74,43,60,26,15,23,2,13,73,25,14,78,11,53,8,37,88,64,95,35,65,92,86,16,46,92,51,73,83,35,29,64,84,11,55,53,17,54,24,28,29,85,55,60,79,68,6,20,53,9,61,40,42,37,23,77,22,22,60,8,76,53,16,20,42,91,48,76,64,10,34,32,40,31,49,1,47,68,31,35,33,51,9,43,18,88,67,24,40,20,58,61,89,48,8,49,50,77,19,13,88,63,36,33,19,71,2,91,33,55,43,43,64,86,1,66,41,18,24,1,30,13,43,19,42,8,86,35,52,6,25,6,20,29,67,87,34,94,65,53,46,55,72,17,13,2,9,73,74,29,76,64,4,46,94,75,61,71,83,12,60,24,39,46,90,59,51,66,98,20,27,51,47,27,13,89,97,62,25,91,68,13,60,86,54,37,74,90,26,97,36,54,87,25,50,81,86,49,15,24,27,19,36,32,28,1,4,71,15,98,97,88,71,25,84,64,91,41,86,59,92,3,27,88,24,36,2,12,74,48,35,24,30,94,56,1,14,15,40,58,99,96,99,82,2,11,85,88,36,28,2,11,92,67,85,81,24,98,27,57,84,73,29,50,67,77,24,58,80,28,31,38,5,45,38,77,19,7,94,75,28,60,87,4,41,1,38,26,4,90,21,68,95,61,42,3,38,41,1,64,29,78,2,52,34,16,9,46,90,95,82,42,7,62,79,5,71,94,67,1
